tanggal_gabungan,product,kategori,batch,umur,region,kategori_kesibukan,kategori_pekerjaan,combined,motivation_cloud,channel_clean
2024-06-04,Business Intelligence,CAJC,11.0,24.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Sejujurnya ingin banting setir ke business intelligence karena untuk jurusan perkuliahan tidak sesuai dengan passionnya dan karena pas kuliah niatnya belajar dan pas ditekuni tetep merasa kurang dan berat dijurusan perkuliahan lalu pernah mencoba banting setir ke digital marketing dan ikut bootcamp tapi mungkin masih belum rezekinya lalu mencoba bidang lain yaitu mencoba di business intelligence dan berharap mendapatkan pekerjaan di bidang ini, sehingga tujuan utamanya untuk menunjang career Sistem pembelajarannya dan pernah ikut DSF Business Intelligence jadi yakin dengan Dibimbing",jujur banting setir business intelligence jurus kuliah sesuai passionnya pas kuliah niat ajar pas tekun tetep berat jurus kuliah coba banting setir digital marketing bootcamp rezeki coba bidang coba business intelligence harap kerja bidang tuju utama tunjang career sistem ajar dsf business intelligence bimbing,instagram
2024-06-04,UI/UX,JCJC+,26.0,24.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Pertama karena pernah bikin dan seru banget dan di pekerjaan sebelumnya di job portal itu masih kena dan tertarik dengan fieldnya secara keseluruhan dan pengen bisa kerja lagi di field yang sama dengan skill baru dan sudah memiliki pengalaman sedikit sebelumnya tapi sudah ada pemahaman gitu, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Silabus, internship, job connector dan harga affordable",bikin seru banget kerja job portal kena tarik fieldnya ken kerja field skill milik alam paham gitu tuju utama tambah skill tunjang career silabus internship job connector harga affordable,google
2024-06-04,Product Management,JCJC+,10.0,23.0,jabodetabek,Pekerja,Private Employee, Waktu (di weekend),weekend,instagram
2024-06-04,Human Resource,CAJC,1.0,25.0,outside_java,Pekerja,Private Employee,"Kalau alasan tertarik karena HR itu ada yang mengurusi individu dan dia lumayan seneng berhubungan dengan manusia dan seneng ngurusnya jadi pengen coba di HR dan di perkuliahan pengennya di HR lalu karena jurusan kuliah nya jarang dikenal di HR padahal linier jadi coba ikut course supaya ada bekal dan bisa dilihat oleh recruiter dan setelah bootcamp ingin mengambil sertifikasi BNSP, sehingga tujuan utamanya selain karena tertarik untuk menunjang karier di bidang HR juga Silabus, kurikulum dan waktu (bootcamp 3-4 bulan)",alas tarik hr urus individu lumayan neng hubung manusia neng ngurusnya ken coba hr kuliah ken hr jurus kuliah nya jarang kenal hr linier coba course bekal recruiter bootcamp ambil sertifikasi bnsp tuju utama tarik tunjang karier bidang hr silabus kurikulum bootcamp,instagram
2024-06-04,Product Management,JCJC+,10.0,29.0,jabodetabek,Pekerja,Freelancer / Part-Time, Internship dan job connector,internship job connector,google
2024-06-05,Data Science,JCJC+,27.0,30.0,jabodetabek,Pekerja,Private Employee,"Jadi tujuan sebenernya untuk switch career dan sudah merasa jenuh di purchasing dan kontraktor dan mikir kalau di data science masih bisa berkembang dan waktunya lebih fleksibel yaitu bisa remote dan karena punya background IT jadi pengen di seriusin lagi, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Job connector dan testimoni",tuju sebenernya switch career jenuh purchasing kontraktor mikir data science kembang fleksibel remote background it ken seriusin tuju utama tambah skill tunjang career job connector testimoni,google
2024-06-05,Human Resource,CAJC,1.0,27.0,outside_java,Pekerja,Freelancer / Part-Time,Kenapa pengen jadi HR karena tertarik aja dengan berhubungan ama orang terus karena pengen belajar aja di HR dan akan menunjang career di bidang HR Testimoni teman,ken hr tarik aja hubung ama orang ken ajar aja hr tunjang career bidang hr testimoni teman,referral
2024-06-05,Business Intelligence,CAJC,11.0,22.0,outside_java,Job seeker,Job Seeker / Unemployed,"Karena sepertinya dia merasa cocok main data dan lebih suka sesuatu yang bersifat kuantitatif dan nantinya bisa mendapatkan insigh dari data dan ngerasa passionnya terus harapannya bisa diterapkan di career dan switch career, sehingga tujuan utamanya selain untuk menambah skill untuk menunjang career (switch career) Harga affordable dan testimoni",cocok main data suka sifat kuantitatif insigh data ngerasa passionnya harap terap career switch career tuju utama tambah skill tunjang career switch career harga affordable testimoni,google
2024-06-05,Digital Marketing,JCJC+,25.0,30.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Sebenernya tadinya mau product manager karena pernah ikut kelas mentornya tetapi sekarang ini ada beberapa tawaran project business jadi lebih butuh digital marketing untuk memasarkan business sendiri dan temen dengan begitu bisa menjalankan business sendiri dan memang tidak ada bayangan untuk bekerja di digital marketer tetapi lebih ke business pribadi dan membantu teman, sehingga tujuan utamanya untuk menunjang career Kurikulum",sebenernya product manager kelas mentor tawar project business butuh digital marketing pasar business temen jalan business bayang digital marketer business pribadi bantu teman tuju utama tunjang career kurikulum,linkedin
2024-06-05,Digital Marketing,JCJC+,25.0,29.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Kedepannya jika sudah umur 35 ke atas pengen punya usaha dan untuk penjualan bisa dilakukan offline dan online dan dia merasa untuk penjualan online masih belum tahu untuk membuat kontennya target market dan sejenisnya, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Sistem belajar, mentor dan job connector",depan umur ken usaha jual offline online jual online konten target market jenis tuju utama tambah skill tunjang career sistem ajar mentor job connector,linkedin
2024-06-06,UI/UX,JCJC+,26.0,24.0,jabodetabek,Pekerja,Private Employee,"Kalau kenapa mau UI/UX karena temen-temennya banyak di digital terus pernah ngeliat mereka kerja dan nyoba main-main di figma dan karena di HP banyak aps dan melihat aps yang tua rada ngganjel jadi pengen juga dan tertarik dan di pekerjaan kebetulan ada project web portal jadinya lebih dalam tapi cuma nonton tutorial aja lalu diimplemen, sehingga tujuannya selain untuk menambah skill baru untuk menunjang career Pelayanan, silabus dan sistem pembelajaran",ui ux temen temennya digital ngeliat kerja nyoba main main figma hp aps aps tua rada ngganjel ken tarik kerja project web portal nonton tutorial aja implemen tuju tambah skill tunjang career layan silabus sistem ajar,google
2024-06-06,Digital Marketing,JCJC+,25.0,24.0,jabodetabek,Pekerja,Academic / Education,"Kenapa ikut digital marketing selain ingin switch career dari guru ke digital marketing karena merasa pengetahuan di digital marketing belum matang jadi ingin belajar lagi, sehingga tujuan utama selain untuk mengembangkan skill untuk menunjang career (switch career) Sistem pembelajaran dan mentor",digital marketing switch career guru digital marketing tahu digital marketing matang ajar tuju utama kembang skill tunjang career switch career sistem ajar mentor,instagram
2024-06-06,Digital Marketing,JCJC+,25.0,22.0,outside_java,Pekerja,Private Employee,"Tertarik mempelajari digital marketing kalau dilihat jaman sekarang semua serba digital dan buka usaha sekarang ngga perlu ada toko bisa lewat aplikasi lalu tertarik karena itu dan ingin switch career dari sales menjadi ke digital marketer, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career (switch career) Kurikulum dan mentor",tarik ajar digital marketing jaman serba digital buka usaha ngga toko aplikasi tarik switch career sales digital marketer tuju utama tambah skill tunjang career switch career kurikulum mentor,referral
2024-06-07,Human Resource,CAJC,1.0,25.0,jabodetabek,Pekerja,Private Employee,"Jadi sebetulnya pendidikan yang ditempuh kurang lebih 5 tahun sempet mendapat punishment dari universitas dan harus di scorsing selama 1 semester karena ikut organisasi dan kebetulan ada konflik karena kena scorsing mencoba ikut pelatihan yang di akomodir dari kampus di bidang teknik tapi ada kontraknya selama 6 bulan dan lulus lalu setelah itu masuk ke dunia pekerjaan sebelum lulus nyambi kerja dengan kuliah dan bekerja selama 1 tahun 2 bulan lalu resign dan coba cari warna baru dan dapat tawaran di perusahaan sekarang di bidang human resources dan mendapatkan kesempatan mengikuti pelatihan didanai perusahaan, sehingga memang tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pekerjaan dan career kedepannya Kurikulum dan waktu (start nya paling cepat)",didik tempuh sempet punishment universitas scorsing semester organisasi konflik kena scorsing coba latih akomodir kampus bidang teknik kontrak lulus masuk dunia kerja lulus nyambi kerja kuliah resign coba cari warna tawar usaha bidang human resources sempat ikut latih dana usaha tuju utama kembang skill tunjang kerja career depan kurikulum start nya cepat,google
2024-06-07,Product Management,JCJC+,10.0,26.0,outside_java,Pekerja,Private Employee," Kurikulum, job connector dan karena alumni jadi sudah yakin dengan Dibimbing",kurikulum job connector alumni bimbing,referral
2024-06-07,Product Management,JCJC+,10.0,24.0,outside_java,Fresh Graduate,Job Seeker / Unemployed, Yakin dengan Dibimbing,bimbing,referral
2024-06-07,Product Management,JCJC+,10.0,25.0,jabodetabek,Pekerja,Private Employee, Followers instagram dan yakin dengan Dibimbing,followers instagram bimbing,instagram
2024-06-10,Data Science,JCJC+,27.0,27.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Dalam 3 tahun terakhir kerjanya sebagai customer service dimana hubungan antara penjual dan pelanggan sangat intens dan mulai sadar data-data masukan dari customer banyak dan bervariasi dan cari lebih lanjut diexsekusinya oleh tim data dari perusahaan dan akan diolah menjadi insigh kedepannya bagi perusahaan jadi selain ingin meningkatkan careernya tertarik dengan cara bekerjanya untuk goalsnya ingin mendapatkan skill baru dan pembelajaran dari bootcamp ini yang kedua validasi karena switch career jadi kedepannya ingin mendapat sertifikasi dan ada lembaga yang manaunginya, sehingga tujuan utamanya selain untuk menambah skill untuk menunjang career (switch career) Internship, job connector dan kurikulum",kerja customer service mana hubung jual langgan intens sadar data data masuk customer variasi cari diexsekusinya tim data usaha olah insigh depan usaha tingkat careernya tarik kerja goalsnya skill ajar bootcamp validasi switch career depan sertifikasi lembaga manaunginya tuju utama tambah skill tunjang career switch career internship job connector kurikulum,google
2024-06-10,Data Science,JCJC+,27.0,23.0,outside_java,Pekerja,Freelancer / Part-Time,"Sebenernya awalnya masih ragu karena lulusan fisika bingung kerjanya apa lalu kebetulan di fisika ada peminatan di kampus yaitu fisika material yang ngebahas kimia kalau fisika instrumen berkaitan dengan program awal mula suka ngoding dari semester 5 karena banyak project-project yang bagus seperti ngebuat AI dan ikut perlombaan bikin robot dan kayanya lebih tertarik data science lalu di skripsi bikin project bikin data visualisasi dari PDAM, otomatis harus nyari-nyari dasarnya dulu dan belajar bahasa pemrograman salah satunya HTML, java, Paiten tetapi secara bassicnya jadi maunya difokusin gitu, sehingga tujuan utamanya selain untuk menambah skill untuk menunjang career Kurikulum dan internship",sebenernya ragu lulus fisika bingung kerja fisika minat kampus fisika material ngebahas kimia fisika instrumen kait program suka ngoding semester project project bagus ngebuat ai lomba bikin robot kaya tarik data science skripsi bikin project bikin data visualisasi pdam otomatis nyari nyari dasar ajar bahasa pemrograman salah satu html java paiten bassicnya mau difokusin gitu tuju utama tambah skill tunjang career kurikulum internship,referral
2024-06-10,Data Science,JCJC+,27.0,21.0,jabodetabek,Fresh Graduate,Job Seeker / Unemployed,"Pengennya dapat kerja di data science, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Waktu (weekend)",ken kerja data science tuju utama kembang skill tunjang career weekend,instagram
2024-06-10,Business Intelligence,CAJC,11.0,30.0,outside_java,Job seeker,Private Employee,"Sebelumnya pernah bekerja di Grab dan bacgroundnya di bidang sales tapi mungkin karena di grab banyak bermain data sempet ikutan bootcamp lain di data analyst dan excel jadi sekarang ada gambaran gimana baca data, presentasi dll dan terkait dengan business lalu kenapa mengambil business intelligence karena dua hal itu dan ingin switch career di business intelligence jika memungkinkan, sehigga tujuan utamanya untuk menunjang career (switch career) Kurikulum",grab bacgroundnya bidang sales grab main data sempet ikut bootcamp data analyst excel gambar gimana baca data presentasi dll kait business ambil business intelligence switch career business intelligence sehigga tuju utama tunjang career switch career kurikulum,instagram
2024-06-10,Data Engineering,CAJC,6.0,30.0,outside_java,Pekerja,Private Employee,"Kenapa tertarik karena saat ini sudah mengerjakan beberapa project di bidang data cuma bener-bener yang ngga fokus dan dari situ tertarik untuk mendalami data engineer yang fokus supplayer, untuk expektasinya harapannya bisa switch career di bidang data engineering, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career (switch career) Kurikulum dan waktu (di weekend)",tarik project bidang data bener bener ngga fokus situ tarik dalam data engineer fokus supplayer expektasinya harap switch career bidang data engineering tuju utama kembang skill tunjang career switch career kurikulum weekend,instagram
2024-06-11,Data Science,JCJC+,27.0,17.0,outside_java,Job seeker,Student,"Mau belajar lebih dalam terkait data science habis itu mau pilih bootcamp machine learning jadi persiapan dulu dari data science lalu setelah machine learning nanti setelah kuliah ingin bekerja di bidang data, sehingga tujuan utamanya selain untuk mengembangkan skill untuk menunjang career Modul",ajar kait data science habis pilih bootcamp machine learning siap data science machine learning kuliah bidang data tuju utama kembang skill tunjang career modul,referral
2024-06-11,Data Science,JCJC+,27.0,26.0,outside_java,Pekerja,Private Employee,"Jadi tujuannya pengen belajar karena melihat sekarang kompeten untuk mempelajari bidang ini sangat besar dan belum pernah terjun di bidang ini dan hal baru  buat dia dan tujuannya pengen bekerja di luar negeri dan perusahaan luar negeri banyak yang membutuhkan bidang ini dan anak anak muda tidak mengambil di bidang ini jadi dia merasa kesempatan di bidang ini besar dan bisa digunakan jangka panjang, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Kurikulum dan testimoni",tuju ken ajar kompeten ajar bidang terjun bidang tuju ken negeri usaha negeri butuh bidang anak anak muda ambil bidang sempat bidang jangka tuju utama tambah skill tunjang career kurikulum testimoni,instagram
2024-06-11,English,CAJC,1.0,28.0,java_non_jabodetabek,Ibu Rumah Tangga,Private Employee,"Pertama karena tempat coursenya di Singapura dan kebanyakan pembelajarannya bahasa inggris dan ada beberapa topik yang kurang paham karena berkaitan dengan business, akuntansi atau pembukuan lalu apabila nanti misalnya harus apply ke perusahaan secara virtual seperti CV, copyletter atau ketika diterima harus membuat presentasi harus tahu penulisan bahasa inggris yang baik dan benar seperti apa agar presentasinya terdukung lalu melihat silabus Dibimbing okee langsung register, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya Kurikulum",coursenya singapura banyak ajar bahasa inggris topik paham kait business akuntansi buku apply usaha virtual cv copyletter terima presentasi tulis bahasa inggris presentasi dukung silabus bimbing okee langsung register tuju utama kembang skill tunjang career depan kurikulum,instagram
2024-06-11,Human Resource,CAJC,1.0,23.0,jabodetabek,Pekerja,Private Employee,"Alasannya karena pas kuliah pernah diajarin peminatan PIO, HR dan sejenisnya dan masih belum memahami karena dulu pengennya jadi psikolog dan ngga bekerja di company lalu tujuan mengikuti bootcamp ini pengen lebih mendalami sebagai recruiter dan supaya bisa apply ke bidang HR, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Partner yang bekerja sama dengan Dibimbing",alas pas kuliah diajarin minat pio hr jenis paham ken psikolog ngga company tuju ikut bootcamp ken dalam recruiter apply bidang hr tuju utama kembang skill tunjang career partner bimbing,instagram
2024-06-11,Human Resource,CAJC,1.0,28.0,outside_java,Pekerja,Private Employee,"Kenapa pengen di HR karena udah kepengen dari dulu sejak ambil profesi klinis atau HR dan akhirnya memutuskan ambil klinis dan setelah dijalani lagi di titik merasa kerjaan ini dijadikan sumur hidup tiap hari ketemu klien over well lalu ingin switch career ke HR tapi ngga full karena psikolog klinis bisa tetap dilakukan dimalam, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Kurikulum dan testimoni",ken hr udah ken ambil profesi klinis hr putus ambil klinis jalan titik kerja jadi sumur hidup ketemu klien over well switch career hr ngga full psikolog klinis malam tuju utama kembang skill tunjang career kurikulum testimoni,google
2024-06-12,Human Resource,CAJC,1.0,23.0,jabodetabek,Fresh Graduate,Job Seeker / Unemployed,"Kenapa tertarik HR mungkin pengen nyatuin teknologi dengan bidang HR nanti diakhirnya tapi mungkin untuk sekarang pengen tahu HR kayak gimana sedalam apa dan pengen tahu apa yang dicari HR, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Yakin dengan Dibimbing dan job connector",tarik hr ken nyatuin teknologi bidang hr akhir ken hr kayak gimana dalam ken cari hr tuju utama tambah skill tunjang career bimbing job connector,instagram
2024-06-12,Business Intelligence,CAJC,11.0,25.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Tujuan utama ikut business intelligence sebenernya kemarin sempet tek tok an dengan admin Dibimbing awalnya pengennya machine learning dan ternyata setelah mengikuti pre-test masih belum memenuhi dan disarankan untuk mengikuti DS tapi karena dia ingin mencari bidang data yang prospek pekerjaannya luas dan disarankan business intelligence dan goalsnya berharap untuk disalurkan dan mentornya bisa mengarahkan, sehingga tujuan utamanya selain untuk menambah skill baru untk menunjang career Job connector",tuju utama business intelligence sebenernya kemarin sempet tek tok an admin bimbing ken machine learning ikut pre test penuh saran ikut ds cari bidang data prospek kerja luas saran business intelligence goalsnya harap salur mentor arah tuju utama tambah skill untk tunjang career job connector,instagram
2024-06-12,Web Development (FE),JCJC+,19.0,24.0,jabodetabek,Pekerja,Government Employee,"Alasan ingin belajar front end karena kebutuhan kerja dan disamping itu merasa front end ini cukup menarik untuk ditekuni dan karena keterbatasan background ilmu yang dipunya di bidang front end jadi butuh media lagi untuk belajar dari awal untuk menunjang pekerjaan, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang pekerjaan Sistem pembelajaran dan waktu (di weekend)",alas ajar front end butuh kerja samping front end tarik tekun batas background ilmu punya bidang front end butuh media ajar tunjang kerja tuju utama tambah skill tunjang kerja sistem ajar weekend,referral
2024-06-12,AI Machine Learning,CAJC,5.0,28.0,outside_java,Pekerja,Private Employee,"Sebenarnya semenjak tahun 2021 sempet ikut apple academy dan diawal pendemi sulit cari kerja dan kebetulan orang tuanya orang kampus jadi ada kesempatan untuk lanjut S2 dan karena melihat peluang di machine learning besar akhirnya mengambil S2 di machine learning tapi ternyata kurang dan dipekerjaan sekarang sebaga riset assistance tidak terlalu mendalam jadi ingin belajar lagi melalui bootcamp ini, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Ada program machine learning dan harga affordable",semenjak sempet apple academy awal demi sulit cari kerja orang tua orang kampus sempat s peluang machine learning ambil s machine learning kerja sebaga riset assistance dalam ajar bootcamp tuju utama kembang skill tunjang career program machine learning harga affordable,google
2024-06-13,Data Science,JCJC+,27.0,25.0,outside_java,Job seeker,Job Seeker / Unemployed,"Kalau untuk tujuannya lebih ke pekerjaannya cukup menjanjikan di tahun mendatang karena semuanya menggunakan data dan data science juga mempelajari ilmu baru seperti AI machine learning jadi mengikuti perkembangan teknologi yang sekarang dan kenapa memilih di Dibimbing karena ada job connector jadi harapannya ingin memiliki hard skill dan soft skill di bidang data science dan dapat memenuhi kriteria dan jobdesk dari perusahaan di bidang data science selain itu agar mendapatkan kelompok atau relasi dan mendapatkan profile building di CV atau di linkedin, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Kurikulum, mentor dan job connector",tuju kerja janji data data science ajar ilmu ai machine learning ikut kembang teknologi pilih bimbing job connector harap milik hard skill soft skill bidang data science penuh kriteria jobdesk usaha bidang data science kelompok relasi profile building cv linkedin tuju utama tambah skill tunjang career kurikulum mentor job connector,instagram
2024-06-13,Business Intelligence,CAJC,11.0,23.0,outside_java,Pekerja,Private Employee,"Dulu waktu di S1 ada penjurusan sistem informasi akuntansi dari situ tertarik di sistem informasi akuntansi dan dari situ ada rencana pendidikan lebih lanjut di bidang analityc jadi ambil course ini untuk menjembatani, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang pendidikan Yakin dengan Dibimbing",s jurus sistem informasi akuntansi situ tarik sistem informasi akuntansi situ rencana didik bidang analityc ambil course jembatan tuju utama tambah skill tunjang didik bimbing,instagram
2024-06-13,Web Development (FE),JCJC+,19.0,20.0,jabodetabek,Mahasiswa,Student,"Sebelumnya sudah belajar HTML dan java script dan ingin mengikuti kursus ini agar lebih bisa mengimplementasikan bidang front end, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pendidikan Sesuai kebutuhan",ajar html java script ikut kursus implementasi bidang front end tuju utama kembang skill tunjang didik sesuai butuh,referral
2024-06-13,Business Intelligence,CAJC,11.0,21.0,outside_java,Pekerja,Private Employee,"Yang pertama karena dari karier kedepan memang minatnya di bidang data dan kebetulan ada background di bidang IT dan business digital marketing di waktu perkuliahan dari situ minat berkarier di bidang data dan mencari pekerjaan di bidang data dan business dan business intelligence ini sesuai dengan minat dan karier yang diinginkan, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Benefit, pelayanan dan job connector",karier depan minat bidang data background bidang it business digital marketing kuliah situ minat karier bidang data cari kerja bidang data business business intelligence sesuai minat karier tuju utama kembang skill tunjang career benefit layan job connector,instagram
2024-06-13,Digital Marketing,JCJC+,26.0,23.0,outside_java,Job seeker,Job Seeker / Unemployed,"Goalsnya sudah pasti bisa terjun di industri digital marketing apapun segmennya dan kemudian tertarik karena digital marketing lagi berkembang banget dan kebutuhan digital marketing di perusahaan banyak ngga hanya perusahaan gede tapi start up juga butuh jadi peluangnya besar dan kebetulan untuk pendidikan cukup relevan walaupun ada beberapa yang akan dipelajari dari awal jadi mengikuti bootcamp ini, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career Benefit dan fasilitas belajar",goalsnya terjun industri digital marketing apa segmen tarik digital marketing kembang banget butuh digital marketing usaha ngga usaha gede start up butuh peluang didik relevan ajar ikut bootcamp tuju utama kembang skill tunjang career benefit fasilitas ajar,instagram
2024-06-14,Product Management,JCJC+,10.0,25.0,jabodetabek,Job seeker,Job Seeker / Unemployed, Dibimbing ada program product project management,bimbing program product project management,google
2024-06-14,UI/UX,JCJC+,26.0,29.0,jabodetabek,Pekerja,Private Employee,"Kalau alasannya karena UI/UX bidang baru kalau di Indonesia masih berkembang dan terjunnya baru-baru ini dan dulu sumbernya masih dikit masih mengandalkan artikel terus video dan temen ngajarin yang jurusannya UI/UX dan kalau ada riset ikutan seperti cara mengumpulkan data dan mendesign jadi alasannya ikut bootcamp ini untuk memperdalam karena siapa tahu nanti kalau ada lowongan yang bagus di UX research atau UX design bisa ikut melalui program bootcamp dan motivasinya ingin menerapkan bahasa dalam produk digital karena selama ini melihat ada aplikasi kayak main nulis aja yang penting produknya jadi yang dapat membuat user bingung dan orang-orang males menggunakannya, sehingga tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang karier dan pekerjaan Sistem pembayaran, website, mentor dan waktu (di weekend)",alas ui ux bidang indonesia kembang terjun sumber dikit andal artikel video temen ngajarin jurus ui ux riset ikut kumpul data mendesign alas bootcamp dalam lowong bagus ux research ux design program bootcamp motivasi terap bahasa produk digital aplikasi kayak main nulis aja produk user bingung orang orang males guna tuju utama kembang skill tunjang karier kerja sistem bayar website mentor weekend,instagram
2024-06-14,Data Engineering,CAJC,6.0,50.0,outside_java,Pekerja,Academic / Education,"Sudah lama bekerja dan belajar bootcamp untuk pengen tahu seperti apa data engineer dan background lebih ke arah networking dan lebih ke arah menambah pengetahuan, sehingga tujuan utamanya selain untuk menambah skill baru untuk menambah relasi Silabus dan kurikulum",ajar bootcamp ken data engineer background arah networking arah tambah tahu tuju utama tambah skill tambah relasi silabus kurikulum,instagram
2024-06-14,Human Resource,CAJC,1.0,28.0,jabodetabek,Pekerja,Private Employee,"Tertarik karena untuk menutupi gap skill nya karena bassicnya teknik dan profesinya dibagian operation dan marketing serta di starategic dan sekarang berubah lagi profesinya sebagai HR, jadi tujuan utamanya selain untuk menambah skill baru untuk menunjang pekerjaan dan career Jadwal dan durasi, affordable",tarik tutup gap skill nya bassicnya teknik profesi bagi operation marketing starategic ubah profesi hr tuju utama tambah skill tunjang kerja career jadwal durasi affordable,referral
2024-06-18,Data Science,JCJC+,27.0,22.0,jabodetabek,Pekerja,Freelancer / Part-Time,"Alasan kenapa memilih data science karena kalau mau jadi pengusaha dimasa depan harus melakukan analisa data yang profesional dan baik dan dia merasa kurang terpapar dengan teknologi tersebut dan data sangat dibutuhkan untuk kedepannya mau UMKM ataupun besar, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career dan pekerjaan Program dan harga affordable",alas pilih data science usaha masa analisa data profesional papar teknologi data butuh depan umkm tuju utama tambah skill tunjang career kerja program harga affordable,tiktok
2024-06-18,Web Development (FE),JCJC+,19.0,24.0,jabodetabek,Pekerja,Private Employee,"Sebenernya yang jadi motivasi karena ingin switch career karena awalnya dari IT support ingin ke software spesifiknya lebih ingin ke web development dan untuk goalsnya mungkin ingin menjadi CTO di perusahaan nanti, sehingga tujuan utamanya selain untuk mengembangkan skill untuk menunjang career Harga affordable dan waktu bootcamp",sebenernya motivasi switch career it support software spesifik web development goalsnya cto usaha tuju utama kembang skill tunjang career harga affordable bootcamp,youtube
2024-06-18,Product Management,JCJC+,10.0,24.0,jabodetabek,Pekerja,Private Employee, Kurikulum dan sesuai kebutuhan,kurikulum sesuai butuh,instagram
2024-06-18,AI Machine Learning,CAJC,4.0,25.0,jabodetabek,Pekerja,Private Employee,"Jadi untuk alasannya kenapa tertarik machine learning lebih ke pengen mengikuti perkembangan ilmu pengetahuan dan untuk pekerjaan lebih luas juga dan lebih banyak yang dibutuhkan, sehingga untuk tujuan utamanya selain mengembangkan skill sebelumnya untuk menunjang carer di machine learning Mentor nya profesional",alas tarik machine learning ken ikut kembang ilmu tahu kerja luas butuh tuju utama kembang skill tunjang carer machine learning mentor nya profesional,instagram
2024-06-19,Human Resource,CAJC,1.0,24.0,outside_java,Job seeker,Job Seeker / Unemployed,"Tujuan untuk mengambil bootcamp ini karena sebelumnya berorganisasi di lingkup universitas dan sebagai salah satu orang yang melakukan seleksi ke peserta baru atau kaka asuh sebutannya dari sana tertarik dengan proses recruitment dan menjadi salah satu motivasinya untuk mengikuti bootcamp HR ini, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Yakin dengan Dibimbing, program dan waktu",tuju ambil bootcamp organ lingkup universitas salah orang seleksi serta kaka asuh sebut tarik proses recruitment salah motivasi ikut bootcamp hr tuju utama tambah skill tunjang career depan bimbing program,instagram
2024-06-19,Web Development (FE),JCJC+,21.0,27.0,jabodetabek,Pekerja,Private Employee,"Memang sebelumnya alumni bootcamp UI/UX di Dibimbing dari situ ingin merasakan sebagai front end yang membuat designnya, lalu setelah masuk ke perusahaan ini tidak sebagai UI/UX tapi sebagai business analyst dan berharap masuk ke bootcamp ini ingin switch career dan freelance di web development, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career Sistem Pembelajaran dan mentor",alumni bootcamp ui ux bimbing situ rasa front end designnya masuk usaha ui ux business analyst harap masuk bootcamp switch career freelance web development tuju utama tambah skill tunjang career sistem ajar mentor,referral
2024-06-19,Product Management,JCJC+,11.0,27.0,jabodetabek,Job seeker,Job Seeker / Unemployed, Testimoni dan jadwal fleksibel (di weekend),testimoni jadwal fleksibel weekend,google
2024-06-19,Data Science,JCJC+,27.0,48.0,jabodetabek,Pekerja,Private Employee,"Kenapa mengikuti bootcamp ini karena mengikuti project digitalisasi dan perusahaan lagi gencar-gencarnya mendevelop program tsb namun jatahnya bergilir dan orangnya ngga sabaran dan projectnya sudah tahap ke dua dan ketika menjalani projectnya masih belum tahu bassicnya lalu goalsnya harapannya jika sudah bisa nanti bisa ambil pekerjaan sampingan, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang pekerjaan dan menunjang career Sistem pembelajaran dan waktu (di weekend)",ikut bootcamp ikut project digitalisasi usaha gencar gencar mendevelop program tsb jatah gilir orang ngga sabar projectnya tahap jalan projectnya bassicnya goalsnya harap ambil kerja samping tuju utama tambah skill tunjang kerja tunjang career sistem ajar weekend,instagram
